content,time,abstract,title
"在股价连日来的急剧下跌之后，中国政府进一步采取了多项举措，以提升股市流动性并平复投资者情绪。随着这些举措的推出，周四早上中国股市的抛售狂潮有所缓解。
上证综指(Shanghai Composite)早盘虽遭遇剧烈震荡，收盘时却得以收涨1.3%。深证综指(Shenzhen Composite)收涨2.93%，而以小盘股为主的创业板(ChiNext)则收涨2.76%。
在香港，恒生指数(Hang Seng)收涨3.43%。其中恒生中国企业指数(Hang Seng China Enterprises Index)收涨3.58%。
在股票这次止住跌势之前，中国当局还曾推出一系列其他旨在终结股市暴跌的举措。这轮暴跌行情已导致中国股市数万亿美元的市值蒸发。
周四早上，中国银行监管机构银监会表示，将允许银行放宽对部分理财客户的保证金要求，并鼓励银行为增持自身股票的企业提供融资。
就在银监会这一举措之前，周三晚上中国证券监管机构证监会(CSRC)还曾出台新规定，禁止持股比例在5%以上的投资者减持股票。这一规定也适用于上市公司的高管和董事会成员。
此外，证监会还曾表示，由政府出资的中国证券金融公司(China Securities Finance Corporation)将提供“充足流动性”，帮助稳定市场。
此外，多家国有企业也被指示回购股票。根据中国国家媒体的报道，迄今已有292家企业承诺要增持自身股票。
在恐慌散户的抛售行为面前，中国政府的托市努力效果十分有限。出于这个原因，许多分析师认为，如果股市再次面临下行压力，中国政府将会采取进一步措施。
周四又有数十家企业要求停牌。此前，中国股市已有逾1400家企业停牌，这令中国两市的停牌企业数目超过了一半。
中国这次股灾始于6月中旬，此前中国政府曾试图限制融资融券业务——即借钱炒股业务。这轮暴跌导致股市迅速去杠杆化，不过许多人相信这一去杠杆过程还远远没有结束。
瑞银(UBS)分析师表示：“近期内这一去杠杆过程可能会继续开展下去。因此（国内）股市可能会保持很高的波动性。”
译者/简易",2015年7月9日 13:03,周四早盘上证综指、深证综指及创业板均上涨收盘，但很多人认为股市去杠杆过程远未结束,中国托市举措收复部分失地
"中国股市昨日暴跌——官方的新华社称其为“黑色星期一”——引发了国际市场凶猛的抛售潮，人们普遍担忧中国经济增长放缓对全球经济的潜在影响。
市场动荡似乎降低了美联储(Fed)下月加息的可能性，甚至可能促使其推迟至2016年。美国前财长劳伦斯•萨默斯(Lawrence Summers)昨日在英国《金融时报》撰文称，在最近的将来加息将是一个“严重错误”，将危及稳定（此文已于今天在FT中文网发表，译文标题为
——编者注）。
上海股市暴跌蔓延至亚洲和欧洲股市，导致美国股市开盘大跌，标普500指数(S&P 500)一度下跌5.3%。然而，一些投资者重新进场，使得美国基准股指跌幅在纽约午后收窄至1.2%，但收市时，标普500指数仍然下跌了3.9%，道琼斯工业平均指数则下挫了3.6%，纳斯达克综合指数下滑了3.8%。
昨日市场剧烈波动，苹果(Apple)股价一度下跌13%，后来反弹至上涨2%，通用电气(GE)一度下跌21.2%，阿里巴巴(Alibaba)曾短暂下跌15%。
欧洲的Eurofirst 300指数一度下跌8.2%，随后跌幅有所收窄，但收盘仍下跌5.4%——这是自金融危机以来最为糟糕的一天。在伦敦，富时100指数(FTSE 100)下跌4.7%，创下自2011年9月以来最大的单日跌幅。
油价下跌，跌幅超过6%，跌至金融危机以来未见的低位，大宗商品和大宗商品股票以及新兴市场货币遭受重创。
随着资金出逃股市，作为恐慌投资者避风港的美国国债价格上涨，10年期美国政府债券收益率自今年4月以来首次下跌至2%以下。美联储下月加息的可能性明显下降，这导致美元走低——美元兑欧元汇率下跌1.7%，至7个月以来的最低点，美元兑日元下跌3%。
译者/邹策",2015年8月25日 06:35,投资者担心中国增长放缓的全球影响，市场动荡也降低了美联储下月加息的可能性,中国“黑色星期一”引发全球抛售
"周一对全球股市来说并不幸运：全球股票市场随著中国股市泄气，应声齐跌。
上海股市暴跌，创下2007年2月以来最大跌幅，连带影响亚洲和欧洲主要股市，使得美国股市收盘大跌，道琼斯工业平均指数单日跌幅3.58%。
下图整理出周一全球主要股指的变化幅度，看哪个市场受“黑色星期一”冲击最大？
 ",2015年8月25日 12:03,中国股市的暴跌导致各国股市纷纷进入“黑色星期一”，本文用图直观地展示了各国股市的受创程度,哪国股市受“黑色星期一”冲击最大？
"今年以来中国企业在股市上的筹资规模是美欧企业筹资总和的两倍——即便中国股市大跌引发全球市场动荡。
然而，据银行人士称，这一令人意外的亮点在更大程度上是中国繁杂的监管流程所致，而不是精心策划的抢钱。他们称，表面上的交易激增是漫长审批流程（一个不确定的过程）的结果。
Dealogic数据显示，在全球范围，股本融资规模正处于4年来最低水平，美国和欧洲的企业仅筹集了99亿美元——不及过去三年同期筹资规模的一半。
然而，即便是在沪指和深指本月分别下跌22.3%和25.8%的情况下，中国企业今年主要通过增发新股筹集了197亿美元。
“中国的审批流程可能会很长，由于等待花费了这么长时间，一些人愿意进入市场，”高盛(Goldman Sachs)除日本以外的亚洲股票资本市场的主管Aaron Arth称。他补充称，高管们也开始对股市的波动性有些无动于衷了。
“在中国，一旦你得到批准，你就没什么别的选择了，”另一名股票专家称，“如果你现在不上市，你就不知道什么时候能上市了。”
去年这个时候，中国股市进入长达一年的牛市的第7个月，但是中国企业去年1月的筹资规模仅为33亿美元。
银行家们表示，尽管增发新股——这在今年的企业筹资额中占大部分——在获得监管部门批准方面不像首次发行那么麻烦，但审批流程仍可能长达几个月。
去年，亚洲企业发行股票筹资总额达到3050亿美元，5年来首次超过美国或欧洲，美国和欧洲分别为2660亿美元和2480亿美元。
译者/何黎",2016年1月27日 07:27,业内人士称，这一意外的亮点在更大程度上是中国漫长审批流程所致,中国企业股市筹资规模激增
"中国媒体昨日报道，拥有斯坦福大学(Stanford University)博士学位的金融行业资深人士方星海即将出任中国证监会(CSRC)副主席一职。目前证监会正寻求修复其在今年夏季应对股市动荡的方式对自身声誉造成的损害。
财新报道称，中国总理李克强手下的中央财经领导小组办公室国际经济局局长方星海将接任中国证监会副主席。
中国证监会因处理股市动荡的方式而受到外界指责。在截至6月9日的一年，上证综指飙涨150%，接着在接下来的两个半月中下跌44%。此后略有回升。
证监会因工作时间长且薪资低难以吸引和留住人才。
分析人士表示，证监会及其主席肖钢未能遏制股市上涨期间融资交易推高杠杆率所带来的风险，包括监管松弛的灰色融资市场。
在股市调整开始以后，批评者对证监会的强硬回应难以认同，这些措施包括禁止大股东出售股份、打击期货交易以及国有金融机构花费数千亿元人民币救市。
方星海将接替上月达到法定退休年龄（60岁）的证监会副主席刘新华。
行业观察人士指出，51岁的方星海具备广泛经验和全球视野。
他曾在华盛顿担任世界银行(World Bank)经济学家，而后回到北京在中国建设银行(CCB)担任高职，后来担任银河证券(Galaxy Securities)高管以及上海证券交易所(Shanghai Stock Exchange)副总经理。
译者/梁艳裳",2015年10月22日 06:41,该机构因处理股市动荡方式受到外界指责,方星海将担任中国证监会副主席
"中国股市周二午盘上演疯狂行情，主要股指收跌逾6%。
上证综指收跌6.4%，跌至2014年12月初以来的低点。
这是自1月7日上证综指收跌7%以来的最大单日跌幅。1月7日，推出不久的熔断机制被触发，导致整个市场开盘不到30分钟就被迫休市。后来，这个不成功的熔断机制被当局暂停。
科技股云集的深证综指收跌7.1%（也是自1月7日以来的最大单日跌幅），跌至去年9月30日以来的低点。与上证综指不同，深证综指尚未跌破去年夏天股灾期间触及的低点——当时，中国主要股指的市值在3个月的时间里蒸发了近一半。
追踪沪深两市最大的300只蓝筹股的沪深300指数(CSI 300)收跌6%。
同样值得关注的是，离岸人民币汇率(CNH)在中国内地股市收盘后大幅走高。在今日股市交易期间，离岸人民币汇率跌幅一度达0.16%。但在股市收盘后，离岸人民币汇率立刻收复全部失地，回到1美元兑6.6108元人民币的原点。离岸人民币汇率在中国内地以外（主要是香港）交易，不受交易区间限制。
香港恒生指数跌幅较为温和，尾盘下跌2.3%，而追踪在港上市内地企业股价的恒生国企指数(Hang Seng China Enterprises Index)下跌3.5%。
译者/梁艳裳",2016年1月26日 16:46,沪深基准股指均创下1月7日以来的最大单日跌幅，离岸人民币汇率则在股市收盘后回升,中国股市再现暴跌
"去年股市泡沫期间，中国内地散户的股票交易规模巨大，占全球股票交易总额的三分之一以上。
全球交易所的行业协会——世界交易所联合会(World Federation of Exchanges)汇编的年度数据还发现，中国内地疯狂的买入卖出使得2015年全球股票成交量飙升55%，至273亿笔的纪录高点，超过了金融危机时的水平。世界交易所联合会补充称，股票交易总额上涨41%，至114万亿美元。
在这些总数中，中国内地的股票成交量增长186%，至101亿笔，而股票交易额上涨218%，至43万亿美元。
这些数字突显了全球人口最多国家去年的股市参与度。
在机构投资市场不成熟、海外投资受到严格管制的情况下，股票交易由俗称“大妈”的散户主导。她们被广泛认为时不时地依靠谣言、命理学或是风水来作出投资决定。
她们助推了随后在去年夏天破裂的股市泡沫，上海和深圳交易所在去年夏天的3个月里共计蒸发了45%的市值。
中国当局被迫将数百只股票停盘，同时政府支持的机构也在股市暴跌期间进场以稳定股市。总部位于伦敦的世界交易所联合会所做的年度调查从全球68家成员采集数据，包括深圳证交所和上海证交所。
“去年的股票交易额是坚挺的。数据表明了中国在全球资本市场的重要性，而这种重要性只可能继续增加，”世界交易所联合会的首席执行官南迪尼•苏库马尔(Nandini Sukumar)称。
这些飙升的数据抵消了去年世界各地股票交易不均衡的情况。
全球市场首次公开发行(IPO)的数量增长了5.6%，但是投资流量——按筹资金额衡量——下滑了17%，至2020亿美元。这一下滑在美洲格外明显，那里的投资流量下滑了近60%。
新年第一个月同样艰难，美国市场没有一起IPO，这是2009年以来的第一次。
交易所交易衍生品的交易量增加了11.6%，这是全球范围内大宗商品与货币期货和期权产品数量增加的结果。
在美国，利率期货的交易量减少了5.2%。投资者利用利率期货进行投机，并针对利率变动进行对冲。利率期货交易减少的时候，市场正准备面对美联储在9年来的首次加息。
译者/何黎",2016年2月2日 07:22,世界交易所联合会的年度数据发现，2015年中国内地散户的股票交易额占全球股票交易总额1/3以上；中国内地股票交易额涨218%，至43万亿美元。,数据：中国股市散户“交易规模巨大”
"中国内地股市最终无视了中国央行(PBoC)昨天的降息决定，在经历了一个动荡的交易日后，连续第五天收跌。
上证综指(Shanghai Composite)收跌1.27%至2927.29点。不过，早盘时该指数跌幅一度达到3.9%，而在下午盘时该指数又曾升至上涨4.3%的点位。深证综指(Shenzhen Composite)也出现了类似行情，虽然收跌3.05%至1695.76点，其震荡范围却低至下跌4.4%，高至上涨3.3%。
对于如此动荡、下滑如此剧烈的熊市来说，另一个可能会令人吃惊的事实是，这是2月初以来中国股市首次出现5连跌。而要想找到更长的连续下跌行情，需要追溯至2013年12月，当时中国股市曾出现9连跌。
在过去5个交易日内，上证综指已跌去22.8%，这已构成了一个小的熊市。其中，周一和周二该指数还曾遭遇最大单日跌幅。
目前，上证综指已从6月12日的峰值跌去43.3%，而深证综指则已跌去46%。今年迄今，这两大股指分别下跌了9.5%和上涨了19.8%。
不过，沪市对央行决定的疲弱反应与历史情况十分吻合。根据FastFT的计算，过去20年里中国央行降息后上证综指平均下跌了0.4%（具体参见表1）。而在央行降准的日子里，该指数平均下跌0.6%（参见表2）。昨天是自2008年12月以来，中国央行首次同时降息和降准。
译者/简易",2015年8月26日 16:57,周三，沪市在急剧震荡后收跌1.27%，自2月初以来中国股市首次出现五连跌,中国股市无视央行“双降”继续下跌
"美欧股市在本周动荡行情进入尾声之际反弹，在各国央行采取极端举措促进全球经济增长之际，投资者对金融业感到担忧，这种情绪主宰着本周行情。
泛欧指数Stoxx 600在本周前4个交易日下跌6.8%，周五收涨2.9%，德国商业银行(Commerzbank)引领银行类股反弹，在恢复支付股息后，这家德国银行的股价飙升18%。
在华尔街，标准普尔500指数(S&P 500)周四收盘创下22个月低点，但周五上涨近2%，因数据显示，美国消费者似乎没有因最近的市场动荡而感到恐慌。
德意志银行(Deutsche Bank)首席国际经济学家托尔斯滕•斯洛科(Torsten Slok)表示：“市场正在价格上计入一场深刻且长久的衰退，这种前景没有体现在数据上。未来可能会有所体现，但1月消费者支出加快证实，让市场如此担忧的负面财富效应并没有太多证据。”
美国银行类股也受到提振，此前摩根大通(JPMorgan Chase)公布，该银行首席执行官杰米•戴蒙(Jamie Dimon)已买入该银行2650万美元的股票，此举表明他对银行业投下信任票。
油价反弹进一步增强了市场人气，交易员减少了对最近一度活跃的避险资产的投资，例如黄金和评级较高的政府债券。
另一项避险资产日元兑美元汇率下跌0.7%，至1美元兑113.24日元，但在亚洲收盘前曾接近15个月高点。
译者/梁艳裳",2016年2月14日 07:30,标准普尔500指数周四收盘创下22个月低点，但周五上涨近2%，因数据显示，美国消费者似乎没有因最近的市场动荡而感到恐慌。,美欧股市周五反弹
"据高级官员透露，中国政府决定放弃通过大规模购股提振股市的努力，接下来将加大努力调查和惩处那些涉嫌“扰乱市场”者。
在过去两个月里，由中国的国有投资基金和机构组成的一支“国家队”斥资约2000亿美元，试图提振一个自6月中旬峰值以来下跌37%的市场。
但高级监管官员上周四在一个会议上发言时表示，中国领导人觉得他们对救市努力的宣传方式处理不当，让过多信息公诸于众。英国《金融时报》看到了该会议的记录。
上周的股市暴跌在一定程度上归咎于有关部门不再实施今年7月以来的购股举措。上周中国股市暴跌引发了全球市场的抛售潮。
在旁观一个多星期之后，中国政府在上周四收盘前最后一小时再次大举购股，帮助上证基准指数从小幅下跌，到收盘上涨逾5%。上证综指上周五进一步飙升近5%。
交易员和官员们表示，最新干预的目的是在本周四（9月3日）纪念“中国人民抗日战争胜利70周年”阅兵仪式前提供一个“积极的市场环境”。
高级金融监管官员们坚称，这是下不为例之举，政府将避免进一步大举购股。
中国有关部门正计划将注意力转向调查和惩处据信利用国家救市努力牟利的个人和机构。
上周，中国证券监管机构召集来自19家券商、交易所和政府控制的行业协会的最高官员，要求他们加大对市场的监督。
中国监管机构表示，22起内幕交易、市场操纵和“散布市场谣言”案件已被移交警方。上周二，在中国股市在4个交易日里下跌22%之后，警方拘捕了11名涉嫌从事“非法市场活动”的人士。他们包括中信证券(Citic Securities)的8名经理。中信证券是中国最大的投资银行之一。
一些官员强烈主张打击“外国势力”，称这些势力故意扰乱市场，这是一个让在华开展业务的全球投资者感到担忧的迹象。
香港一位对冲基金经理表示：“全球投资者正在倾听这种报复性语言，并观察这种疑神疑鬼的动向，他们正在努力理解，这对自己意味着什么。”
译者/邹策",2015年8月31日 06:39,中国有关部门将加大努力调查和惩处“扰乱市场”者，这让境外投资者感到不安,据称中国决定放弃大规模购股
"人们常说，行动比言语更响亮。如果是这样，那么中国看起来状态不错。昨日，中国市场在春节黄金周过后重新开盘。在中国市场关闭的上周，日本股市按美元计算大跌十分之一，而日元飙升。
然而，上海股市在开盘后并没有加剧地区抛售：指数开盘下跌3%后在当日余下时间呈现涨势。与此同时，人民币汇率出现自2005年以来最强劲的反弹，涨幅超过1%；在1月份贸易数据突显中国经济状况欠佳后，这尤其令人费解。按美元计算，出口同比下降逾十分之一，降幅远超预期的2%，进口减少五分之一，同样远逊于预测。
这些数字在更大程度上说明了外部形势的严峻，而非中国国内的局面——其中对欧盟的出口表现特别糟糕。同时，尽管进口数据似乎表明内需放缓，但它受到了大宗商品价格崩盘的较大影响。据汇丰(HSBC)介绍，以铁矿石为例，中国进口量增长了5%，但在价值上降低了三分之一。
中国国内经济的其他部分表现不错。根据中国商务部的数据，春节黄金周全国零售和餐饮销售额同比增长11%。在消费拉动型经济中，休闲娱乐活动表现更佳。初一到初三全国电影票房同比增长80%，相当于去年春节黄金周的总票房。
人们也积极外出旅游。国内景点游客人数增加，比如初五成都大熊猫基地的游客人数就增加了逾五分之二。
尽管有这些令人鼓舞的迹象，但起到决定性作用的还是中国人民银行(PBoC)行长周小川。上周末，他安抚了外界对于人民币贬值和资本管制的担忧。也许言语最终还是比行动更有份量。
译者/和风",2016年2月16日 06:53,从中国春节长假期间的零售和餐饮销售额、影院票房、景点人气等指标来看，中国经济的某些领域表现不错。央行行长周小川的表态也安抚了市场。,Lex专栏：春节黄金周释放乐观信号
"中国蓝筹股昨日重返牛市区间，7周前中国股市曾跌至低谷。在不断增加的流动性帮助下，市场信心继续恢复。
上证综指(Shanghai Composite)和包括沪深两市大盘股的沪深300(CSI 300)指数都比9月中旬的低谷上涨20%。
汇丰银行(HSBC)中国股票策略主管孙瑜(Steven Sun)表示：“多种因素在共同作用，其中一个因素是：在依然把增长作为首要任务的十八届五中全会召开之后，人们消除了疑虑，市场情绪好转。这意味着市场正在期待更多宽松举措、更多刺激举措及更多金融部门的改革。”
昨天，上证综指在周三上涨4.3%的基础上，再次收涨1.8%，至3522.82点。与此同时，深证综指(Shenzhen Composite)收涨0.2%，至2093.47点。不过，两指数仍比今年6月的峰值低了大约三分之一。
比起沪市，深市上市股票中包括更多生物科技股和科技股。尽管深市在这轮崩盘中跌幅更大，其市值跌去逾40%（相比之下沪市只跌去了三分之一），但深市的反弹也更快，已在3周前进入牛市区间。
上月，受到各界密切关注的中共中央十八届五中全会维持了对经济增长的注重，从而提高了人们对于中国政府将支持经济发展和推进金融部门改革的期待。
此外，上月底的降息举措也帮助提振了市场情绪。自中国内地股票6月见顶回落以来，中国央行已将利率下调75个基点。最近一次降息是在10月底，当时中国央行将基准的一年期利率下调至4.35%这个创纪录低点。
孙瑜表示，不断增加的杠杆率是市场信心恢复的另一个迹象。为股票交易提供资金的保证金贷款余额自9月初以来首次回升至1000亿美元以上，尽管这一数值仍远低于今年夏天2000亿美元以上的峰值。
随着中国内地股市在动荡后趋于平稳，机构投资者已开始进场寻觅廉价股票。
荷宝(Robeco)亚太首席投资官任安诺(Arnout van Rijn)表示：“如果你在4月至8月期间不在这里，你会感觉A股市场没怎么变化。”任安诺补充说，荷宝的几只基金今春将所持许多中国股票获利回吐。
译者/何黎",2015年11月6日 07:23,上证综指比9月中旬的低谷上涨20%，人们相信中国政府将继续注重经济增长,中国蓝筹股重返牛市区间
"今年8月24日美国股市的剧烈价格波动令华尔街遭遇打击，正在审查此事的美国监管机构对交易清淡的交易所交易产品(ETP)，以及旨在保护投资者免受大波动冲击的市场控制进行了严格审查。
8月24日早上，随着对中国经济增长放缓的担忧蔓延到世界各地，美国股市经历了“不寻常”的波动。
由于部分大盘股跌幅逾20%，ETP的净资产值与其标的证券之间拉开了巨大差距。近1300只产品——主要为ETP，但也有一些个股——因大幅波动而停牌。市场人士立即开始质疑这个全球最大股市的ETP交易。
这次股价起伏对所谓的“涨停跌停”市场控制形成了第一次大考验，该机制是2010年闪电崩盘后开始实施的。
美国证交会(SEC)现在发布了一份88页的报告，用此次事件的公开数据阐明了股市在面临压力时是如何运作的。
美国证交会决定不对此次波动的原因作出任何结论，但这些数据可能形成未来政策建议的依据，以加固市场结构。
美国证交会发现，ETP的波动比个别公司的股票还要剧烈，但各个ETP的交易差异很大。
虽然停牌的1278只证券大多出现在ETP，但80%的ETP并未停牌。美国证交会发现，交易量低于其市值的ETP更有可能出现剧烈震荡。
相似ETP的价格波动也表现出“特异性”。例如美国证交会发现，SPDR标准普尔500指数(S&P 500)ETP与追踪主要股指的第二大ETP——iShares Core标准普尔500指数，在早前交易中出现了相反的价格走势。
个股方面，那些市值较大的股票（市值超过1000亿美元）最有可能卷入8月24日的大盘混乱中。在41家市值超过1000亿美元的美国企业中，包括摩根大通(JPMorgan)、通用电气(General Electric)和家得宝(Home Depot)在内的一半以上的公司当天股票下跌逾10%。
当天的交易情况充分提醒了金融市场的内在波动性，在得到央行支持的后金融危机时代，这一因素在很大程度上被抑制了。随着股市波动，加上由于美联储(Fed)开始加息，债券预计会上升，市场人士已转而尝试对ETP进行微调。
8月24日事件发生后，贝莱德(BlackRock)等ETP大型提供商呼吁重新评估市场风控。对ETP价格与其标的资产之间的潜在差距的担忧在不断提升，因为该产品一直被推广为一种在保持流动性的同时追踪特定资产的方式。
由于受到8月24日事件相关批评，纽交所(New York Stock Exchange)调整了部分程序，包括当ETP复牌后对其价格波动施加限制。
纽交所高增长板市场(NYSE Arca)是大多ETP产品的主要交易所，该市场采用了窄至仅1%的价格区间。美国证交会的报告指出价格区间可以在不引发额外涨跌停牌的情况下，限制停牌后价格调整空间。
译者/何黎",2015年12月30日 14:17,SEC发布88页报告，不对此次波动原因作任何结论，但数据可能形成未来政策建议的依据,美国证交会关注ETP在8月24日美股大跌中作用
"亚洲股市未能在新年伊始迎来开门红。随着中国央行允许人民币汇率继续走弱，加上中国制造业数据凸显疲软，A股市场下跌逾3%。
中国人民银行(PBoC)连续第五个交易日削弱人民币汇率，自2011年5月以来第一次将每日人民币汇率“设置”在6.5美元“之上”。这一汇率设置令人民币兑美元汇率下降0.15个百分点，至6.5032。
中国制造业方面的数据更令人失望。财新(Caixin)Markit制造业采购经理人指数(PMI)12月为48.2，低于11月的48.6。经济学家原本预计12月指数为48.9。数字显示，中国制造业在2015年最后一个月加快收缩步伐。
上述消息令该地区市场遭受不小打击。中国上证综指开盘一小时内下跌3.1%，截至上午收盘下跌3.9%；关注科技产业的深证成指中午收于下跌5.1%；香港恒生指数收盘时下跌2.3%。
澳新银行(ANZ)经济学家仍持乐观态度，认为中国经济其他行业或许可以抵消制造业疲软，并支撑整体经济增长。
澳新银行指出：“由于2015年第四季度采购经理人指数(PMI)仍低于50，因此第四季度国内生产总值(GDP)增长相较第三季度不太可能有所改善。疲弱的制造业将很可能拖累增长数据。但是根据第二季度和第三季度的观察，服务业，尤其是金融业的强劲表现或许能部分抵消制造业疲软。”
日经指数(Nikkei)早盘交易下跌2.6%，澳大利亚S&P/ASX 200指数在悉尼午间时分冲高回落0.3个百分点。
韩国Kospi指数下跌1.6个百分点。尽管根据日经Markit采购经理人指数(PMI)调查显示，12月韩国制造业呈扩张态势，PMI指数为50.7,高于11月的49.1。
译者/何黎",2016年1月4日 12:59,人民币汇率持续走弱加之制造业数据凸显疲软，A股领跑亚洲股市抛售,中国股市周一早盘大跌近4%
"中国银行业监管机构放宽了部分客户的保证金要求，将心怀触底反弹希望的投资者吸引入市。此举推出之后，中国股市的抛售狂潮正在退去。
不过，中国股市的反弹，伴随着大量企业的停牌。据彭博(Bloomberg)报道，此前在周四早上，又有194家上市企业停牌，令A股停牌企业总数达到1439家。
周三闭市之后，中国证监会(CSRC)也采取了史无前例的托市举措，禁止企业老板、高管和大股东在六个月内减持股票。当晚，多家基金管理集团曾称此举是绝望之举，太过极端，会起到反作用。周四开盘之初，市场上再次出现了抛售现象。
然而，开盘后银监会(China Banking Regulatory Commission)公布的放宽证券投资平仓线的举措却产生了更大效果。此外，获中国央行(PBoC)资金支持的中国证券金融公司(China Securities Finance Corporation)也曾表示，该公司会“提供充裕资金”。
自开盘下跌3%之后，上证综指(Shanghai Composite)止跌回升，收涨5.76%。香港恒生指数收涨3.7%，偏重科技股的深证综指(Shenzhen Composite)则收涨3.76%。
瑞士信贷(Credit Suisse)的陶冬表示：“在我们看来，今天中国政府采取强力政策措施的政治意志，比2008年初华盛顿的政治意志还要强烈。”
“也许还要一段时间，才能找到政策工具的适当搭配方式，才能显示政策决心——这一点更为重要。我们倾向于认为，中国政府会加大政策力度，直到它们开始生效。”
译者/简易",2015年7月9日 18:09,中国银行业监管机构放宽部分客户保证金要求，股市抛售狂潮退去，上证综指收涨5.76%,中国股市大举反弹
"今日中国股市行情让人看不懂，为7周以来表现最好的一个交易日。
上证综指收涨4.31%，达到8月下旬以来的最高点，而以科技股为主的深证综指收涨5.12%。
今日大涨的催化剂看来出现在开盘之初：中国央行网站发表的行长周小川的一篇文章称，“今年”可能推出令人期待已久的深港通项目。
问题在于，此文写成于5月份，后来，中国股市市值在夏季蒸发掉了40%以上。自从股市大跌以来，几乎再没有什么人谈论启动深港通，分析师们普遍预计该项目要等到2016年才会推出。
人们对深港通不久后启动的希望，推动香港交易及结算所有限公司(HKEx,简称:港交所)的股价在早盘大涨逾9%，其市值一度超过330亿美元，超越芝加哥商品交易所集团(CME Group)成为全球最大的上市的交易所运营商。当港交所否认深港通协议已达成时，其股价涨幅收窄了一半，变为4.5%。
然而，内地股市保住了涨幅，收盘时甚至涨得更多。
在香港，恒生指数从3.4%的涨幅回落下来，最终收涨2.15%。
译者/何黎",2015年11月4日 18:08,中国央行发布的行长周小川的一篇旧文称，“今年”可能推出深港通项目,中国A股站上两个半月来最高点
"受中国市场动荡连累的投资者近来纷纷抨击北京方面沟通欠佳。现在中国政府用自己定义的良好沟通作出了回应——指示各部委告诉世界，一切其实都不错。
中国媒体广泛报道了中国总理李克强上周末发表的一个讲话。他在讲话中敦促各部委“积极回应舆论关切”。李克强在国务院常务会议上表示，基本信息应该是，“我们的工具箱里还有很多工具”，可以应对国家面临的挑战。但他补充说：“不能无备而动。”
仿佛应声而动的是，实权部门国家发改委(NDRC)昨日举行了罕见的记者会，同时外国记者应邀在今日聆听两场有关经济状态的小组讨论。
与此同时，过去六个月难见踪影的中国央行行长周小川在上周末露面，接受了《财新周刊》的长篇采访。
中国高层呼吁加强沟通之前的一年，中国打击了媒体对金融动荡的报道，甚至强迫一名记者在电视上为他采访到的独家新闻承认错误。过去几年里普遍的政治收紧已经极大地压制了媒体和学术界的经济讨论，而经济一度被认为是安全的公共辩论话题。
中国的政策挑战清单很长，包括经济增长放缓、债务不断上升、产能过剩严重、企业利润受到挤压、股市混乱、资本外流显著，以及北京方面保持稳定汇率的意愿。去年股市大跌时的强力干预手段和去年8月处理不佳的人民币贬值，都让外国观察员感到震惊。
李克强为干预措施进行了辩护，称其是“正确的”，避免了系统性风险的发生，而且“拆掉了一些‘炸弹’”，但他似乎责怪监管部门的“内部管理问题”影响了它们的回应。
随着资金不断从中国外流，国际银行的分析师们花了几个月试图估算中国央行可以动用多少外汇储备捍卫人民币，这似乎促使中国政府作出回应。
“在我看来，这说明本届政府或本届领导层没有控制住局面，对自己不自在，而且看上去明显担心，因为他们对有关中国经济的任何微词、任何负面言论都那么敏感，”研究中国金融市场的专家侯伟(Fraser Howie)表示。
在国家发改委昨日举行的记者会上，一名中国记者在谈到人们对于人民币币值的疑虑时说道：“我身边的许多人，包括一些投资者和一些普通老百姓都开始兑换美元。”
对此，国家发改委新闻发言人赵辰昕反驳称，那些人就像寓言中的盲人摸象，存在“信息不充分的问题”。
译者/何黎",2016年2月18日 07:23,中国总理在国务院会议上称：“我们的工具箱里还有很多工具，但不能无备而动”,李克强敦促各部委“积极回应舆论关切”
